neighborhood,postal_code,declared_transaction_value,reference_property_value,reference_value_proportional,tax_base_value,transaction_date,transaction_type,built_area_sqm,property_use_description,transferred_share_percentage,source,bucket_start
IPIRANGA,4280000.0,360443.71,951846.0,1427.769,360443.71,2025-08-08 00:00:00,1.Compra e venda,193,RESIDÊNCIA,0.15,AGO-2025,100
,3281001.0,250304.16,5886845.0,11773.69,250304.16,2025-08-06 00:00:00,1.Compra e venda,140,RESIDÊNCIA,0.2,AGO-2025,100
,3334050.0,425000.0,423177.0,423177.0,425000.0,2025-08-11 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,AGO-2025,0
,3661010.0,600000.0,591624.0,591624.0,600000.0,2025-08-11 00:00:00,1.Compra e venda,40,RESIDÊNCIA,100.0,AGO-2025,0
VILA PAULICEA,2243000.0,327000.0,858849.0,85.8849,327000.0,2025-08-11 00:00:00,1.Compra e venda,147,RESIDÊNCIA,0.01,AGO-2025,100
,4139020.0,612750.0,940972.0,10444.7892,612750.0,2025-08-05 00:00:00,1.Compra e venda,170,RESIDÊNCIA,1.11,AGO-2025,100
PERDIZES,5009000.0,1647532.0,3145145.0,184620.0115,1647532.0,2025-08-11 00:00:00,1.Compra e venda,200,RESIDÊNCIA,5.87,AGO-2025,200
PERDIZES,5009000.0,65954.0,3145145.0,10693.493,65954.0,2025-08-11 00:00:00,1.Compra e venda,200,RESIDÊNCIA,0.34,AGO-2025,200
VL CARDOSO FRANCO,3978140.0,310000.0,291919.0,291919.0,310000.0,2025-08-06 00:00:00,1.Compra e venda,111,RESIDÊNCIA,100.0,AGO-2025,100
,3281001.0,314576.93,5886845.0,16483.166,314576.93,2025-08-07 00:00:00,1.Compra e venda,140,RESIDÊNCIA,0.28,AGO-2025,100
,2811070.0,345000.0,344692.0,275753.6,345000.0,2025-08-09 00:00:00,1.Compra e venda,104,RESIDÊNCIA,80.0,AGO-2025,100
,3721040.0,600000.0,460698.0,460698.0,600000.0,2025-08-12 00:00:00,1.Compra e venda,168,RESIDÊNCIA,100.0,AGO-2025,100
,4776133.0,380045.35,450485.0,45.0485,380045.35,2025-08-07 00:00:00,1.Compra e venda,97,RESIDÊNCIA,0.01,AGO-2025,0
MOOCA,3121020.0,2900.51,0.0,0.0,0.0,2025-07-22 00:00:00,1.Compra e venda,72,RESIDÊNCIA,100.0,AGO-2025,0
,4614013.0,356000.0,841072.0,2439.1088,356000.0,2025-07-31 00:00:00,1.Compra e venda,133,RESIDÊNCIA,0.29,AGO-2025,100
JD CIDALIA,4652035.0,550000.0,603147.0,603147.0,603147.0,2025-08-07 00:00:00,1.Compra e venda,124,RESIDÊNCIA,100.0,AGO-2025,100
,4084040.0,700000.0,560420.0,560420.0,700000.0,2025-08-08 00:00:00,1.Compra e venda,65,RESIDÊNCIA,100.0,AGO-2025,0
JD. MIRIAM,4416200.0,2735.84,0.0,0.0,0.0,2025-07-21 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,AGO-2025,0
,2317240.0,635000.0,932423.0,932423.0,932423.0,2025-08-11 00:00:00,1.Compra e venda,212,RESIDÊNCIA,100.0,AGO-2025,200
,3129055.0,325000.0,177203.0,177203.0,325000.0,2025-08-08 00:00:00,1.Compra e venda,79,RESIDÊNCIA,100.0,AGO-2025,0
MAIA,5790115.0,150000.0,182423.0,182423.0,182423.0,2025-08-11 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,AGO-2025,100
,4125200.0,318000.0,762197.0,1067.0758,318000.0,2025-08-01 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.14,AGO-2025,200
JD PIRACUAMA,5763280.0,684000.0,267128.0,267128.0,684000.0,2025-08-12 00:00:00,1.Compra e venda,76,RESIDÊNCIA,100.0,AGO-2025,0
,4020050.0,385567.07,4181450.0,8362.9,385567.07,2025-08-15 00:00:00,1.Compra e venda,460,RESIDÊNCIA,0.2,AGO-2025,400
SANTANA,2038030.0,320000.0,163015.0,163015.0,320000.0,2025-08-11 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,AGO-2025,0
,5028140.0,350000.0,371892.0,371892.0,371892.0,2025-08-11 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,AGO-2025,0
ERM MATARAZZO,3802000.0,400000.0,297727.0,297727.0,400000.0,2025-08-12 00:00:00,1.Compra e venda,83,RESIDÊNCIA,100.0,AGO-2025,0
CJ HAB INACIO MONTEIRO,8472115.0,290000.0,63500.0,63500.0,290000.0,2025-08-11 00:00:00,1.Compra e venda,24,RESIDÊNCIA,100.0,AGO-2025,0
ITAIM PAULISTA,8120450.0,187000.0,196420.0,196420.0,196420.0,2025-08-13 00:00:00,1.Compra e venda,56,RESIDÊNCIA,100.0,AGO-2025,0
,4274000.0,460000.0,682039.0,682039.0,682039.0,2025-08-11 00:00:00,1.Compra e venda,106,RESIDÊNCIA,100.0,AGO-2025,100
,3580030.0,475000.0,314468.0,314468.0,475000.0,2025-08-18 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,AGO-2025,100
,8141740.0,90000.0,108535.0,54267.5,90000.0,2025-08-13 00:00:00,1.Compra e venda,40,RESIDÊNCIA,50.0,AGO-2025,0
,3281001.0,332038.5,5886845.0,14717.1125,332038.5,2025-08-06 00:00:00,1.Compra e venda,140,RESIDÊNCIA,0.25,AGO-2025,100
,4557000.0,645000.0,448201.0,448201.0,645000.0,2025-08-07 00:00:00,1.Compra e venda,130,RESIDÊNCIA,100.0,AGO-2025,100
,3277020.0,767000.0,692076.0,692076.0,767000.0,2025-08-18 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,AGO-2025,100
,2410014.0,250000.0,192075.0,192075.0,250000.0,2025-08-14 00:00:00,1.Compra e venda,99,RESIDÊNCIA,100.0,AGO-2025,0
,2512060.0,660000.0,560370.0,560370.0,660000.0,2025-08-14 00:00:00,1.Compra e venda,99,RESIDÊNCIA,100.0,AGO-2025,0
VILLAGIO  DI GENOVA,2998050.0,370000.0,129206.0,129206.0,370000.0,2025-08-15 00:00:00,1.Compra e venda,54,RESIDÊNCIA,100.0,AGO-2025,0
,3281001.0,350752.76,5886845.0,16483.166,350752.76,2025-08-04 00:00:00,1.Compra e venda,140,RESIDÊNCIA,0.28,AGO-2025,100
VILA ISOLINA MAZZEI,2079050.0,600000.0,460332.0,460332.0,600000.0,2025-08-11 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,AGO-2025,100
S,3977020.0,295000.0,92081.0,92081.0,295000.0,2025-08-06 00:00:00,1.Compra e venda,65,RESIDÊNCIA,100.0,AGO-2025,0
,3264050.0,350000.0,558491.0,2122.2658,350000.0,2025-08-06 00:00:00,1.Compra e venda,213,RESIDÊNCIA,0.38,AGO-2025,200
,3264050.0,350000.0,558491.0,2289.8131,350000.0,2025-08-06 00:00:00,1.Compra e venda,213,RESIDÊNCIA,0.41,AGO-2025,200
,4405150.0,380000.0,367364.0,367364.0,380000.0,2025-08-12 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,AGO-2025,100
PARI,3035000.0,1600000.0,824119.0,824119.0,1600000.0,2025-08-12 00:00:00,1.Compra e venda,181,RESIDÊNCIA,100.0,AGO-2025,100
,4215020.0,350000.0,281488.0,281488.0,350000.0,2025-08-11 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,AGO-2025,0
COND LINDENBERG,4738010.0,4800000.0,2172938.0,2172938.0,4800000.0,2025-08-15 00:00:00,1.Compra e venda,458,RESIDÊNCIA,100.0,AGO-2025,400
,4125200.0,318000.0,762197.0,76.2197,318000.0,2025-08-08 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.01,AGO-2025,200
ITAIM PAULISTA,8110180.0,350000.0,159487.0,159487.0,350000.0,2025-08-04 00:00:00,1.Compra e venda,65,RESIDÊNCIA,100.0,AGO-2025,0
VILA CARMOZINA,8265000.0,264000.0,3227442.0,322.7442,264000.0,2025-07-28 00:00:00,1.Compra e venda,210,RESIDÊNCIA,0.01,AGO-2025,200
JARDIM EUROPA,1456000.0,9000000.0,5425709.0,5425709.0,9000000.0,2025-08-18 00:00:00,1.Compra e venda,471,RESIDÊNCIA,100.0,AGO-2025,400
JD AVELINO,3226000.0,635000.0,557806.0,557806.0,635000.0,2025-08-08 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,AGO-2025,100
,3264050.0,350000.0,558491.0,2066.4167,350000.0,2025-08-06 00:00:00,1.Compra e venda,213,RESIDÊNCIA,0.37,AGO-2025,200
,2256090.0,365000.0,318480.0,318480.0,365000.0,2025-08-11 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,AGO-2025,100
S,3977070.0,85190.0,85190.0,85190.0,85190.0,2025-08-18 00:00:00,1.Compra e venda,53,RESIDÊNCIA,100.0,AGO-2025,0
PRQ ARTUR ALVIM,3568020.0,260000.0,2839025.0,135137.59,260000.0,2025-08-12 00:00:00,1.Compra e venda,970,RESIDÊNCIA,4.76,AGO-2025,900
JD PINHEIROS,5595000.0,720000.0,0.0,0.0,720000.0,2025-08-05 00:00:00,1.Compra e venda,186,RESIDÊNCIA,100.0,AGO-2025,100
JD STA EMILIA,4190050.0,300000.0,305528.0,305528.0,305528.0,2025-08-18 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,AGO-2025,100
VILA EMA,3283000.0,450000.0,286933.0,286933.0,450000.0,2025-08-08 00:00:00,1.Compra e venda,112,RESIDÊNCIA,100.0,AGO-2025,100
,3264050.0,453200.0,558491.0,2624.9077,453200.0,2025-08-04 00:00:00,1.Compra e venda,213,RESIDÊNCIA,0.47,AGO-2025,200
SANTANA,2037001.0,264000.0,304574.0,304574.0,304574.0,2025-08-05 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,AGO-2025,100
BUTANTA,5510050.0,350000.0,2876378.0,862.9134,350000.0,2025-07-25 00:00:00,1.Compra e venda,195,RESIDÊNCIA,0.03,AGO-2025,100
,5174120.0,580000.0,363065.0,363065.0,580000.0,2025-08-07 00:00:00,1.Compra e venda,102,RESIDÊNCIA,100.0,AGO-2025,100
O,4177480.0,450000.0,222684.0,222684.0,450000.0,2025-08-15 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,AGO-2025,100
SITIO DA FIGUEIRA,3211130.0,930000.0,1133417.0,1133417.0,1133417.0,2025-08-11 00:00:00,1.Compra e venda,291,RESIDÊNCIA,100.0,AGO-2025,200
PQE BOA ESPERANCA,8371190.0,375000.0,195202.0,130902.4612,375000.0,2025-08-12 00:00:00,1.Compra e venda,89,RESIDÊNCIA,67.06,AGO-2025,0
,3264050.0,350000.0,558491.0,2122.2658,350000.0,2025-08-04 00:00:00,1.Compra e venda,213,RESIDÊNCIA,0.38,AGO-2025,200
,4707020.0,3359.19,0.0,0.0,0.0,2025-03-17 00:00:00,1.Compra e venda,220,RESIDÊNCIA,0.04,AGO-2025,200
VL DIVINA PASTORA,3265090.0,520000.0,326390.0,326390.0,520000.0,2025-08-07 00:00:00,1.Compra e venda,87,RESIDÊNCIA,100.0,AGO-2025,0
,3264050.0,350000.0,558491.0,2457.3604,350000.0,2025-08-04 00:00:00,1.Compra e venda,213,RESIDÊNCIA,0.44,AGO-2025,200
JD. DAS CARMELITAS,8275620.0,2900.51,0.0,0.0,0.0,2025-06-16 00:00:00,1.Compra e venda,84,RESIDÊNCIA,100.0,AGO-2025,0
PQ AMERICA,4822250.0,160000.0,165762.0,82881.0,160000.0,2025-08-11 00:00:00,1.Compra e venda,30,RESIDÊNCIA,50.0,AGO-2025,0
,3264050.0,350000.0,558491.0,2624.9077,350000.0,2025-08-04 00:00:00,1.Compra e venda,213,RESIDÊNCIA,0.47,AGO-2025,200
,3264050.0,350000.0,558491.0,2066.4167,350000.0,2025-08-04 00:00:00,1.Compra e venda,213,RESIDÊNCIA,0.37,AGO-2025,200
CASA VERDE,2531011.0,610000.0,583126.0,583126.0,610000.0,2025-08-11 00:00:00,1.Compra e venda,171,RESIDÊNCIA,100.0,AGO-2025,100
PQ MARIA HELENA,5855000.0,550000.0,516863.0,516863.0,550000.0,2025-08-12 00:00:00,1.Compra e venda,168,RESIDÊNCIA,100.0,AGO-2025,100
VL CARLOS DE CAMPOS,3638140.0,456358.38,3155853.0,315.5853,456358.38,2025-08-05 00:00:00,1.Compra e venda,488,RESIDÊNCIA,0.01,AGO-2025,400
VILA PRUDENTE,3139040.0,2500000.0,1329684.0,1329684.0,2500000.0,2025-08-15 00:00:00,1.Compra e venda,190,RESIDÊNCIA,100.0,AGO-2025,100
RGINIA BIANCA,2355270.0,385000.0,472165.0,472165.0,472165.0,2025-08-13 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,AGO-2025,0
VILA GUILHERMINA,3544000.0,290000.0,517447.0,310.4682,290000.0,2025-07-31 00:00:00,1.Compra e venda,80,RESIDÊNCIA,0.06,AGO-2025,0
,5177000.0,650000.0,486081.0,486081.0,650000.0,2025-08-11 00:00:00,1.Compra e venda,116,RESIDÊNCIA,100.0,AGO-2025,100
,3475050.0,340000.0,666435.0,666435.0,666435.0,2025-08-12 00:00:00,1.Compra e venda,181,RESIDÊNCIA,100.0,AGO-2025,100
BUTANTA,5505040.0,1400000.0,2878864.0,2878864.0,2878864.0,2025-08-11 00:00:00,1.Compra e venda,400,RESIDÊNCIA,100.0,AGO-2025,400
,4407105.0,40000.0,345938.0,86484.5,86484.5,2025-08-11 00:00:00,1.Compra e venda,100,RESIDÊNCIA,25.0,AGO-2025,100
PEDREIRA,4459290.0,510000.0,400870.0,400870.0,510000.0,2025-08-15 00:00:00,1.Compra e venda,111,RESIDÊNCIA,100.0,AGO-2025,100
,4055041.0,600000.0,345389.0,345389.0,600000.0,2025-08-18 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,AGO-2025,100
,4407110.0,40000.0,288582.0,72145.5,72145.5,2025-08-11 00:00:00,1.Compra e venda,67,RESIDÊNCIA,25.0,AGO-2025,0
CIDADE ADEMAR,4407105.0,40000.0,345938.0,86484.5,86484.5,2025-08-11 00:00:00,1.Compra e venda,100,RESIDÊNCIA,25.0,AGO-2025,100
CIDADE ADEMAR,4407110.0,40000.0,285338.0,71334.5,71334.5,2025-08-11 00:00:00,1.Compra e venda,64,RESIDÊNCIA,25.0,AGO-2025,0
VILA PRUDENTE,3129010.0,400000.0,367140.0,367140.0,400000.0,2025-08-14 00:00:00,1.Compra e venda,102,RESIDÊNCIA,100.0,AGO-2025,100
JD SAO LUIZ,5844000.0,400033.0,400033.0,400033.0,400033.0,2025-08-18 00:00:00,1.Compra e venda,55,RESIDÊNCIA,100.0,AGO-2025,0
JARDIM COIMBRA,3693000.0,520000.0,218916.0,218916.0,520000.0,2025-08-05 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,AGO-2025,100
,8210170.0,720000.0,744708.0,744708.0,744708.0,2025-08-16 00:00:00,1.Compra e venda,193,RESIDÊNCIA,100.0,AGO-2025,100
VL PRUDENTE,3160040.0,620000.0,373278.0,373278.0,620000.0,2025-08-08 00:00:00,1.Compra e venda,137,RESIDÊNCIA,100.0,AGO-2025,100
,8032010.0,220000.0,289740.0,289740.0,289740.0,2025-08-07 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,AGO-2025,100
,8230125.0,500000.0,291140.0,291140.0,500000.0,2025-07-31 00:00:00,1.Compra e venda,92,RESIDÊNCIA,100.0,AGO-2025,0
VILA POMPEIA,5023000.0,259062.43,3072078.0,7680.195,259062.43,2025-08-13 00:00:00,1.Compra e venda,320,RESIDÊNCIA,0.25,AGO-2025,300
JD DAS OLIVEIRAS,8111570.0,20000.0,343140.0,171570.0,171570.0,2025-08-12 00:00:00,1.Compra e venda,120,RESIDÊNCIA,50.0,AGO-2025,100
ITAQUERA,8215255.0,315000.0,171498.0,171498.0,315000.0,2025-08-08 00:00:00,1.Compra e venda,53,RESIDÊNCIA,100.0,AGO-2025,0
,3985110.0,450000.0,180737.0,180737.0,450000.0,2025-08-11 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,AGO-2025,0
,2535000.0,312000.0,548404.0,15903.716,312000.0,2025-08-11 00:00:00,1.Compra e venda,120,RESIDÊNCIA,2.9,AGO-2025,100
,8121420.0,0.01,198380.0,198380.0,198380.0,2025-08-15 00:00:00,1.Compra e venda,50,RESIDÊNCIA,100.0,AGO-2025,0
JD MONTE KEMEL,5635050.0,600000.0,460084.0,460084.0,600000.0,2025-08-11 00:00:00,1.Compra e venda,126,RESIDÊNCIA,100.0,AGO-2025,100
MOOCA,3188000.0,425000.0,232785.0,232785.0,425000.0,2025-07-31 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,AGO-2025,100
,3404140.0,780000.0,705119.0,705119.0,780000.0,2025-08-08 00:00:00,1.Compra e venda,201,RESIDÊNCIA,100.0,AGO-2025,200
VILA REGINA,8225000.0,240000.0,327871.0,327871.0,327871.0,2025-08-14 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,AGO-2025,100
CAMPO BELO,4606004.0,466942.5,933885.0,466942.5,466942.5,2025-08-18 00:00:00,1.Compra e venda,220,RESIDÊNCIA,50.0,AGO-2025,200
ITAQUERA,8230410.0,280000.0,187864.0,187864.0,280000.0,2025-08-11 00:00:00,1.Compra e venda,51,RESIDÊNCIA,100.0,AGO-2025,0
,4649050.0,610000.0,674105.0,674105.0,674105.0,2025-08-11 00:00:00,1.Compra e venda,164,RESIDÊNCIA,100.0,AGO-2025,100
PRQ MARIA HELENA,5854060.0,20000.0,295965.0,24653.8845,24653.88,2025-08-11 00:00:00,1.Compra e venda,161,RESIDÊNCIA,8.33,AGO-2025,100
SAO MATEUS,3944070.0,412000.0,442108.0,442108.0,442108.0,2025-08-11 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,AGO-2025,100
JD TREMEMBE,2322270.0,350000.0,87942.0,87942.0,350000.0,2025-08-11 00:00:00,1.Compra e venda,70,RESIDÊNCIA,100.0,AGO-2025,0
CITY AMERICA,5119000.0,1650000.0,2226196.0,2226196.0,2226196.0,2025-08-11 00:00:00,1.Compra e venda,468,RESIDÊNCIA,100.0,AGO-2025,400
,4553011.0,1400000.0,1220514.0,1220514.0,1400000.0,2025-08-18 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,AGO-2025,100
S,3977140.0,150000.0,158641.0,158641.0,158641.0,2025-08-12 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,AGO-2025,0
VILA MACEDOPOLIS,3236050.0,780000.0,497879.0,497879.0,780000.0,2025-08-06 00:00:00,1.Compra e venda,123,RESIDÊNCIA,100.0,AGO-2025,100
QD G V QUITAS,3035010.0,300000.0,260912.0,260912.0,300000.0,2025-08-12 00:00:00,1.Compra e venda,101,RESIDÊNCIA,100.0,AGO-2025,100
,2303130.0,1906.88,0.0,0.0,0.0,2025-04-22 00:00:00,1.Compra e venda,98,RESIDÊNCIA,0.68,AGO-2025,0
ALTO DA BOA VISTA,4641070.0,2790222.5,4027480.0,4027480.0,4027480.0,2025-08-12 00:00:00,1.Compra e venda,560,RESIDÊNCIA,100.0,AGO-2025,500
,8215430.0,350000.0,211327.0,211327.0,350000.0,2025-08-12 00:00:00,1.Compra e venda,68,RESIDÊNCIA,100.0,AGO-2025,0
JD MARILU,3884050.0,400000.0,226656.0,226656.0,400000.0,2025-08-06 00:00:00,1.Compra e venda,69,RESIDÊNCIA,100.0,AGO-2025,0
,4069000.0,256789.29,1339496.0,3884.5384,256789.29,2025-08-08 00:00:00,1.Compra e venda,133,RESIDÊNCIA,0.29,AGO-2025,100
,4902120.0,630000.0,492615.0,492615.0,630000.0,2025-08-13 00:00:00,1.Compra e venda,164,RESIDÊNCIA,100.0,AGO-2025,100
,2352130.0,400000.0,268954.0,268954.0,400000.0,2025-08-12 00:00:00,1.Compra e venda,113,RESIDÊNCIA,100.0,AGO-2025,100
JD SAO JORGE,5567240.0,40000.0,172732.0,86366.0,86366.0,2025-08-12 00:00:00,1.Compra e venda,58,RESIDÊNCIA,50.0,AGO-2025,0
,2715000.0,336300.0,751351.0,75.1351,336300.0,2025-08-11 00:00:00,1.Compra e venda,124,RESIDÊNCIA,0.01,AGO-2025,100
JD MARIA ESTELA,4181010.0,340000.0,447544.0,447544.0,447544.0,2025-08-11 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,AGO-2025,100
,3160030.0,780000.0,745469.0,745469.0,780000.0,2025-08-06 00:00:00,1.Compra e venda,172,RESIDÊNCIA,100.0,AGO-2025,100
S MIGUEL PAULISTA,8051390.0,263000.0,177203.0,177203.0,263000.0,2025-08-15 00:00:00,1.Compra e venda,85,RESIDÊNCIA,100.0,AGO-2025,0
GUAIANAZES,8473300.0,250000.0,577463.0,404.2241,250000.0,2025-08-05 00:00:00,1.Compra e venda,110,RESIDÊNCIA,0.07,AGO-2025,100
,4710010.0,1650000.0,2128036.0,2128036.0,2128036.0,2025-08-12 00:00:00,1.Compra e venda,180,RESIDÊNCIA,100.0,AGO-2025,100
,5567240.0,40000.0,132355.0,66177.5,66177.5,2025-08-12 00:00:00,1.Compra e venda,68,RESIDÊNCIA,50.0,AGO-2025,0
PIRITUBA,5170100.0,360000.0,320559.0,320559.0,360000.0,2025-08-08 00:00:00,1.Compra e venda,103,RESIDÊNCIA,100.0,AGO-2025,100
VILA IZOLINA MAZZEI,2082090.0,530000.0,784408.0,784408.0,784408.0,2025-08-15 00:00:00,1.Compra e venda,185,RESIDÊNCIA,100.0,AGO-2025,100
,2348060.0,2600000.0,1826467.0,1826467.0,2600000.0,2025-08-05 00:00:00,1.Compra e venda,321,RESIDÊNCIA,100.0,AGO-2025,300
,3942080.0,160000.0,141164.0,141164.0,160000.0,2025-08-12 00:00:00,1.Compra e venda,32,RESIDÊNCIA,100.0,AGO-2025,0
,2534030.0,515000.0,358710.0,358710.0,515000.0,2025-08-04 00:00:00,1.Compra e venda,145,RESIDÊNCIA,100.0,AGO-2025,100
JARDIM BRASIL,2226010.0,200000.0,192610.0,192610.0,200000.0,2025-08-12 00:00:00,1.Compra e venda,89,RESIDÊNCIA,100.0,AGO-2025,0
AGUA FRIA,2338000.0,1380000.0,1392381.0,1392381.0,1392381.0,2025-08-01 00:00:00,1.Compra e venda,271,RESIDÊNCIA,100.0,AGO-2025,200
,3650020.0,2520000.0,599298.0,599298.0,2520000.0,2025-08-13 00:00:00,1.Compra e venda,97,RESIDÊNCIA,100.0,AGO-2025,0
,8220030.0,32450.32,482833.0,48.2833,32450.32,2025-06-23 00:00:00,1.Compra e venda,78,RESIDÊNCIA,0.01,AGO-2025,0
VCI 11 HORTENCIAS,5634001.0,910000.0,712869.0,712869.0,910000.0,2025-08-06 00:00:00,1.Compra e venda,197,RESIDÊNCIA,100.0,AGO-2025,100
,1429020.0,4500000.0,4742817.0,4742817.0,4742817.0,2025-08-18 00:00:00,1.Compra e venda,402,RESIDÊNCIA,100.0,AGO-2025,400
CAPELA DO SOCORRO,4847900.0,219673.12,77216.0,77216.0,219673.12,2025-08-15 00:00:00,1.Compra e venda,52,RESIDÊNCIA,100.0,AGO-2025,0
,3022000.0,1200000.0,777892.0,777892.0,1200000.0,2025-08-12 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,AGO-2025,100
RESIDENCIAL,3554000.0,520000.0,419686.0,419686.0,520000.0,2025-07-23 00:00:00,1.Compra e venda,108,RESIDÊNCIA,100.0,AGO-2025,100
,3034080.0,550000.0,178637.0,178637.0,550000.0,2025-08-12 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,AGO-2025,0
LIBERDADE,1316100.0,510000.0,903186.0,903186.0,903186.0,2025-08-19 00:00:00,1.Compra e venda,270,RESIDÊNCIA,100.0,AGO-2025,200
,2270080.0,720000.0,383910.0,383910.0,720000.0,2025-07-31 00:00:00,1.Compra e venda,104,RESIDÊNCIA,100.0,AGO-2025,100
TATUAPE,3332040.0,580000.0,767578.0,767578.0,767578.0,2025-08-04 00:00:00,1.Compra e venda,124,RESIDÊNCIA,100.0,AGO-2025,100
,2269000.0,960000.0,611187.0,611187.0,960000.0,2025-08-12 00:00:00,1.Compra e venda,231,RESIDÊNCIA,100.0,AGO-2025,200
,3470030.0,300000.0,345099.0,345099.0,345099.0,2025-08-12 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,AGO-2025,100
,3281001.0,303110.49,5886845.0,14717.1125,303110.49,2025-08-12 00:00:00,1.Compra e venda,140,RESIDÊNCIA,0.25,AGO-2025,100
,3675020.0,520000.0,260866.0,260866.0,520000.0,2025-08-01 00:00:00,1.Compra e venda,81,RESIDÊNCIA,100.0,AGO-2025,0
,3421000.0,1160000.0,686112.0,686112.0,1160000.0,2025-08-12 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,AGO-2025,100
,4013020.0,1000000.0,2727039.0,1363519.5,1363519.5,2025-08-14 00:00:00,1.Compra e venda,240,RESIDÊNCIA,50.0,AGO-2025,200
AO PEDRO,4852303.0,300000.0,212507.0,212507.0,300000.0,2025-08-15 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,AGO-2025,100
JACANA,2316001.0,384567.29,657766.0,2236.4044,384567.29,2025-08-08 00:00:00,1.Compra e venda,175,RESIDÊNCIA,0.34,AGO-2025,100
JACANA,2316001.0,388000.0,657766.0,2236.4044,388000.0,2025-08-08 00:00:00,1.Compra e venda,175,RESIDÊNCIA,0.34,AGO-2025,100
JACANA,2316001.0,332000.0,657766.0,1973.298,332000.0,2025-08-08 00:00:00,1.Compra e venda,175,RESIDÊNCIA,0.3,AGO-2025,100
,2263070.0,0.01,286972.0,286972.0,286972.0,2025-08-12 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,AGO-2025,100
JD VIEIRA,5109010.0,400000.0,232822.0,232822.0,400000.0,2025-08-12 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,AGO-2025,0
JD AURELIA,4118030.0,1267296.0,1624826.0,10398.8864,1267296.0,2025-08-13 00:00:00,1.Compra e venda,195,RESIDÊNCIA,0.64,AGO-2025,100
,4445080.0,700000.0,506298.0,506298.0,700000.0,2025-08-12 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,AGO-2025,100
,5671030.0,2800000.0,2264746.0,2264746.0,2800000.0,2025-08-11 00:00:00,1.Compra e venda,348,RESIDÊNCIA,100.0,AGO-2025,300
VL. ZELINA VL.PRUDENTE,3140020.0,850000.0,539677.0,539677.0,850000.0,2025-08-19 00:00:00,1.Compra e venda,143,RESIDÊNCIA,100.0,AGO-2025,100
,4652160.0,57500.0,121722.0,60861.0,60861.0,2025-08-15 00:00:00,1.Compra e venda,60,RESIDÊNCIA,50.0,AGO-2025,0
,4652160.0,57500.0,158837.0,79418.5,79418.5,2025-08-15 00:00:00,1.Compra e venda,94,RESIDÊNCIA,50.0,AGO-2025,0
MOOCA,3192100.0,300000.0,395842.0,395842.0,395842.0,2025-07-24 00:00:00,1.Compra e venda,63,RESIDÊNCIA,100.0,AGO-2025,0
VL EMA,3265060.0,2900.51,0.0,0.0,0.0,2025-07-02 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,AGO-2025,100
,2261010.0,250000.0,361360.0,180680.0,250000.0,2025-08-14 00:00:00,1.Compra e venda,125,RESIDÊNCIA,50.0,AGO-2025,100
RES LES JARDINS,5679060.0,3900000.0,1319006.0,1319006.0,3900000.0,2025-08-15 00:00:00,1.Compra e venda,287,RESIDÊNCIA,100.0,AGO-2025,200
STO AMARO,4649000.0,248976.0,1813495.0,1813.495,248976.0,2025-08-19 00:00:00,1.Compra e venda,286,RESIDÊNCIA,0.1,AGO-2025,200
